reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
A3ONT01KOA3KNL,B004TPUUSY,Mik Sutton,"[1, 1]","I enjoyed this book.  At times it got a bit too specific and detailed, but over all it has been somethingthat stimulated thought and action.  Thoughts about the necessities of life and the pressures of the worldto conform.  From there, decisions as to what can be done to simplify life and make it more focused onliving for Jesus so much more than living in the world.  And then the question, &#34;Could someone live thisway again, so surrendered to God and dependent upon His grace?&#34;  I wish I could say it could be me...",5.0,"St. Francis: A Model of Christianity to be Followed, if Only In One's Heart.",1368662400.0,"05 16, 2013"
A2R0DHGVLETN0K,B003AJXY10,CKramer528,"[0, 0]","Thirsties Duo Wrap Snap is an adorable cover for your little one at a very reasonable price. It has multiple snaps to fit a multitude of baby's body types. I love that it has additional snaps for the gussets around the legs, which many covers do not offer. I use pre-folds with Snappis and have no problems with leakage. The cover fits incredibly well, looks adorable, and is extremely easy to for!",5.0,Great product at a reasonable price,1333670400.0,"04 6, 2012"
ADEDJX8D9R2H9,B007Q1W586,jean fitschen,"[0, 0]",it needs a sd slot and camera for taking pictures without having to go up to the next unit for much more money.,4.0,what it needs,1391644800.0,"02 6, 2014"
A244TRRHLN99LZ,0761919945,"Mary ""Toni in TN""","[78, 86]","I could NEVER recommend this book to any victim of domestic violence..  Evidently this author cannot even ascertain who the victim and who the abuser is, especially if the so-called victim is a pathological liar..  This woman could do more harm than good if this is how she runs a practice.",1.0,"I would not refer my DOG to this woman, much less my DAUGHTER!!",1365033600.0,"04 4, 2013"
A3HEM1WWXXLOUL,B000002WNO,"""douglasnegley""","[8, 8]","I was floored by this CD when I first heard it. First of all, the sound, for a Live show, at Newport in 1967, is good. Second, the band - featuring players like Snooky Young, Joe Newman, Al Grey, Frank Foster, Jerome Richardson, George Duvivier...need I say more - is on high throttle, and obviously enjoying themselves. This Big Band is every bit as 'tight-loose' (if you catch my drift) as Dizzy's in '57, or Terry Gibbs' in '59. In fact, this band reminds me a whole lot of that Gibbs band in the way they swing, and sway, too. Both do great versions of &quot;Flying Home&quot;, also. I think it was the 'sway' that turned a lot of the 'baby-boomers' off to Big Band jazz. Hopefully, it is more appreciated these days, now that Geritol bottles are finding their way into the same generation's cabinents. Seriously, though, it is great, classic American music. This band shows the time period in which the Live recordings were made, also. &quot;Greasy Greens&quot; is a classic 1967-style pop-funk tune. &quot;Tempo's Birthday&quot; is one of my favorites, being both a 'swing' and 'sway' tune, punctuated with classic section 'hits' in the arrangement. Frank Foster's &quot;Misunderstood Blues&quot; is hilarious, as well as bluesy - a kind of 'tip-of-the-hat' to Clark Terry's classic vocal routine of the same variety. &quot;Meet Benny Bailey&quot; is a minor-mode vehicle for Snooky Young to shine on, which he surely does. Then comes the Hampton rhythm-and-blues classic &quot;Hey! Ba-Ba-Re-Bop, with &quot;Hamp's Boogie Woogie&quot; inside of it, and this time, Hamp gets to show his piano chops, the band responding in full throttle. &quot;Flying Home&quot; finds Hamp doing what he does best: killing on the vibes. An encore, apropos of the period, features one more go 'round of &quot;Greasy Greens&quot;, featuring Billy Mackel on the electric guitar solo. The rest of the tracks are studio releases, but this CD ranks with the best Live swinging Big Bands of modern times. It is a hidden treasure.",5.0,Lionel and the All-Star Alumni Band COOKS! REALLY!,1063152000.0,"09 10, 2003"
A1HWCACFCK114U,B004HZYA6E,,"[2, 4]","I love the Kindle. Unfortunately, I have had to replace it 3 times (currently waiting for the 4th one). Amazon is really good on replacements but, it sure would be nice if I could finish my book!",1.0,I Had to replace it 3 times so far.,1340323200.0,"06 22, 2012"
A23B6M1DX9LGYD,B0080Y9PWM,vhillmd,"[0, 1]","Works really well. Didn't come with instructions or a pass code ( something that you get from Verizon), thus I had to call the vendor several times to get the pass code. This was a moderate inconvenience, but worth the $150 savings.",4.0,Jet pack,1360281600.0,"02 8, 2013"
AA7IS6MBCZJH,B0000062GC,"M. E. Allen ""Wu Fan""","[6, 7]",I just got this album today and i loved it from the first track.Cappa Really got that wu sound and i think this album is very underrated all wu tang fans must have this in their collection its a classic!!1. Slang Editorial  5/5 (great start got me hooked in)2. Pillage  5/5 nice dark beat3. Run  4/54. Blood On Blood War  4/55. Supa Ninjaz  5/56. MCF  5/57. Splish Splash  5/58. Oh-Donna  5/59. Milk The Cow  5/510. South Of The Border  5/511. Check For A Nigga  5/512. Dart Throwing  5/513. Young Hearts  4/514. Everything Is Everything  5/515. Pump Your Fist  5/516. Black Boy 5/517. '97 mentality 5/5(i got a version with this extra track)ok i might of been a little generous but i love every track its that good!!! buy it now!!!!!!!,5.0,CAPPA IS ON POINT,1127865600.0,"09 28, 2005"
AA9GP3UM4YMV,0842335706,Kelly D Criss,"[1, 1]",It was ok. like others better. will pick another book from same author. like the author. redeeming love was gteat.,3.0,Ok,1349568000.0,"10 7, 2012"
A8NQCV02XLE38,B000GJYJIY,,"[0, 0]","No complaints.  The shoes were new, in the original packing.  The package came on time.  Good transaction.",5.0,Excellent quality delivered quick,1176163200.0,"04 10, 2007"
A20JFKZ638LH6Y,B00G5LQ5MU,mako,"[0, 0]",Yay I love playing this game because it Is challenging and makes your brain wanna think in a fun way! So I would reccomend this game to my friends,5.0,great,1395532800.0,"03 23, 2014"
A3QIIRJ72EC0V9,B008VGQ4VO,pouya,"[0, 1]","I've had 3 pairs, non of which I paid for, I would have been disappointed if I did. Sq/durability/price is sub par",2.0,bootysweat,1384560000.0,"11 16, 2013"
A3C1GE564U7409,B00IRHE892,Larry,"[15, 19]","I'll keep this short and sweet with just the information I would want to know before I bought the mouse.- I use a fingertip grip. (Wrist rests on the desk, fingertips are the only thing on the mouse, I move the mouse with just my thumb and pinky/3rd finger).- I have small hands (7 inches from my palm to the very tip of my middle finger).- I have used Logitech mice since the MX510 I bought in 2004. I've tried other mice, but they usually just don't work for my kind of  hand and grip. Either they are too large, too tall, or just plain aren't made for people who move the mouse with their fingertips. A great example of this is the Naga 2014. It has a place to rest the user's 3rd finger. It just doesn't work with a fingertip grip because I use that finger to move the mouse.I've really liked other logitech mice like the MX510, G500, and G700.. but I LOVE this mouse. It takes everything that was great about those other mice and makes it easier to use because of a lower profile. The sensor on it feels very accurate and if you want to get into specifics about it, look at some reviews about the new sensor. There is a bunch of stuff I could talk about and bore you to death, but lets just say its an amazing sensor that is very accurate. It will even have you &#34;scan&#34; the surface you use it on to calibrate itself to the surface.Overall this mouse is just amazing for people like me. If you have small hands and use the same kind of grip, I would give this a shot. Even if your current mouse is good enough, go give this one as shot and you won't be disappointed. If you have large hands, use a different grip, or just don't like the shape/profile that Logitech uses with their mice, your mileage may vary. I can say personally though that this is my favorite mouse so far, and that's saying a lot considering all of the different mice I have used.",5.0,The right mouse for ME. Maybe for you too. Read on!,1399075200.0,"05 3, 2014"
ATUCI0JCS9WNE,B004VLLW8S,Zoe,"[3, 3]",I just finished watching the first dvd I liked it but I was disappointed that so much of Ulises and Solange scenes were cut out like their first kiss.  Other than that the quality is good and its worth the $15.,4.0,So far ok,1325808000.0,"01 6, 2012"
A2G2BEF5JE60HF,0385158386,Claire,"[7, 7]","I just bought a new copy of this, because the old one fell apart.  It's the first book of a lively and often hilarious mystery  series set in modern Canada.  All of them are very pleasant reading, being well and tightly plotted with engaging characters. I would recommend any of them as highly as this one.",5.0,A long-time favorite,1365984000.0,"04 15, 2013"
A34NSWK14THCAJ,B000CLH4E2,Pen Name,"[0, 0]","Great Product!! Smells wonderful. Leaves your hair non greasy and not weighed down at all. Love it, have been using it for years!!!",5.0,Great product!!! Two thumbs up!!,1398988800.0,"05 2, 2014"
APSLE0BY1X7EJ,B004S8DN2W,auntiepatch,"[1, 1]",Wrapping Christmas presents just got easier!  It cuts through different thickness as easy as butter.  So much easier than scissors.  You won't be sorry if you buy this item.  The only thing I didn't like is that it is made in China.,5.0,Great paper cutter!,1355443200.0,"12 14, 2012"
A1M16FE66MX5VP,B00003XACM,Joan MJ,"[0, 0]","Aaron Neville is the best Soul Singer I have ever heard he sends me into another zone. These are some of his best songs.  I also have his Christmas CD, It is my second one as I wore out the first one.  You just can't beat Aaron Neville, please keep them coming love listening to you.",5.0,Blissful,1345334400.0,"08 19, 2012"
